代码,名称,行业名称
002137,实益达,光学光电子
002222,福晶科技,光学光电子
002456,欧菲光,光学光电子
605588,冠石科技,光学光电子
002983,芯瑞达,光学光电子
300232,洲明科技,光学光电子
300296,利亚德,光学光电子
300889,爱克股份,光学光电子
002273,水晶光电,光学光电子
300241,瑞丰光电,光学光电子
002962,五方光电,光学光电子
003015,日久光电,光学光电子
600703,三安光电,光学光电子
300940,南极光,光学光电子
002036,联创电子,光学光电子
920438,戈碧迦,光学光电子
300389,艾比森,光学光电子
300303,聚飞光电,光学光电子
600071,凤凰光学,光学光电子
300582,英飞特,光学光电子
300808,久量股份,光学光电子
603685,晨丰科技,光学光电子
688079,美迪凯,光学光电子
002808,*ST恒久,光学光电子
688496,ST清越,光学光电子
002787,华源控股,金属包装
002701,奥瑞金,金属包装
002752,昇兴股份,金属包装
601968,宝钢包装,金属包装
002374,中锐股份,金属包装
002969,嘉美包装,金属包装
002846,英联股份,金属包装
688410,山外山,医疗设备
688607,康众医疗,医疗设备
688277,天智航-U,医疗设备
300246,宝莱特,医疗设备
301235,华康洁净,医疗设备
688358,祥生医疗,医疗设备
688301,奕瑞科技,医疗设备
300030,阳普医疗,医疗设备
300358,楚天科技,医疗设备
920278,鹿得医疗,医疗设备
688626,翔宇医疗,医疗设备
300206,理邦仪器,医疗设备
688580,伟思医疗,医疗设备
300753,爱朋医疗,医疗设备
688712,北芯生命,医疗设备
300869,康泰医学,医疗设备
920992,中科美菱,医疗设备
301363,美好医疗,医疗设备
600587,新华医疗,医疗设备
301290,东星医疗,医疗设备
300298,三诺生物,医疗设备
002551,尚荣医疗,医疗设备
300633,开立医疗,医疗设备
920504,博迅生物,医疗设备
920300,辰光医疗,医疗设备
688273,麦澜德,医疗设备
300760,迈瑞医疗,医疗设备
300049,福瑞医科,医疗设备
002223,鱼跃医疗,医疗设备
300171,东富龙,医疗设备
300314,戴维医疗,医疗设备
688677,海泰新光,医疗设备
301602,超研股份,医疗设备
301515,港通医疗,医疗设备
300562,乐心医疗,医疗设备
301367,瑞迈特,医疗设备
688271,联影医疗,医疗设备
688114,华大智造,医疗设备
688805,健信超导,医疗设备
688139,海尔生物,医疗设备
600055,万东医疗,医疗设备
688212,澳华内镜,医疗设备
920925,锦好医疗,医疗设备
920199,倍益康,小家电
688793,倍轻松,小家电
003023,彩虹集团,小家电
603868,飞科电器,小家电
000757,浩物股份,汽车综合服务
301215,中汽股份,汽车综合服务
600676,交运股份,汽车综合服务
300825,阿尔特,汽车综合服务
002820,桂发祥,烘焙食品
001219,青岛食品,烘焙食品
002956,西麦食品,烘焙食品
605339,南侨食品,烘焙食品
603886,元祖股份,烘焙食品
603866,桃李面包,烘焙食品
603043,广州酒家,烘焙食品
300973,立高食品,烘焙食品
002719,ST麦趣,烘焙食品
920027,交大铁发,轨交设备Ⅱ
301016,雷尔伟,轨交设备Ⅱ
688285,高铁电气,轨交设备Ⅱ
688015,交控科技,轨交设备Ⅱ
301048,金鹰重工,轨交设备Ⅱ
300923,研奥股份,轨交设备Ⅱ
300351,永贵电器,轨交设备Ⅱ
688485,九州一轨,轨交设备Ⅱ
605001,威奥股份,轨交设备Ⅱ
603500,祥和实业,轨交设备Ⅱ
300851,交大思诺,轨交设备Ⅱ
603111,康尼机电,轨交设备Ⅱ
601766,中国中车,轨交设备Ⅱ
300960,通业科技,轨交设备Ⅱ
603680,今创集团,轨交设备Ⅱ
688569,铁科轨道,轨交设备Ⅱ
300011,鼎汉技术,轨交设备Ⅱ
688367,工大高科,轨交设备Ⅱ
001324,长青科技,轨交设备Ⅱ
600495,晋西车轴,轨交设备Ⅱ
688459,哈铁科技,轨交设备Ⅱ
600458,时代新材,轨交设备Ⅱ
920541,铁大科技,轨交设备Ⅱ
688033,天宜新材,轨交设备Ⅱ
002972,科安达,轨交设备Ⅱ
000008,神州高铁,轨交设备Ⅱ
605298,必得科技,轨交设备Ⅱ
000927,中国铁物,轨交设备Ⅱ
688187,时代电气,轨交设备Ⅱ
688009,中国通号,轨交设备Ⅱ
000925,众合科技,轨交设备Ⅱ
300594,ST朗进,轨交设备Ⅱ
600573,惠泉啤酒,啤酒
000729,燕京啤酒,啤酒
002461,珠江啤酒,啤酒
000929,*ST兰黄,啤酒
600600,青岛啤酒,啤酒
000752,*ST西发,啤酒
600132,重庆啤酒,啤酒
601339,百隆东方,纺织制造
002394,联发股份,纺织制造
600493,凤竹纺织,纺织制造
603558,XD健盛集,纺织制造
002042,华孚时尚,纺织制造
000850,华茂股份,纺织制造
000726,鲁  泰Ａ,纺织制造
002083,孚日股份,纺织制造
200726,鲁  泰Ｂ,纺织制造
601233,桐昆股份,其他石化
300135,宝利国际,其他石化
300839,博汇股份,其他石化
300055,万邦达,其他石化
000637,茂化实华,其他石化
600800,渤海化学,其他石化
000985,大庆华科,其他石化
002476,宝莫股份,其他石化
000819,岳阳兴长,其他石化
002408,齐翔腾达,其他石化
002221,东华能源,其他石化
002377,国创高新,其他石化
603798,康普顿,其他石化
002986,宇新股份,其他石化
301316,慧博云通,IT服务Ⅱ
300609,汇纳科技,IT服务Ⅱ
688227,品高股份,IT服务Ⅱ
300264,佳创视讯,IT服务Ⅱ
688343,云天励飞-U,IT服务Ⅱ
600476,*ST湘邮,IT服务Ⅱ
688088,虹软科技,IT服务Ⅱ
300872,天阳科技,IT服务Ⅱ
920116,星图测控,IT服务Ⅱ
002609,捷顺科技,IT服务Ⅱ
002421,达实智能,IT服务Ⅱ
300448,浩云科技,IT服务Ⅱ
300168,万达信息,IT服务Ⅱ
600589,大位科技,IT服务Ⅱ
688568,中科星图,IT服务Ⅱ
300440,运达科技,IT服务Ⅱ
300044,*ST赛为,IT服务Ⅱ
002657,中科金财,IT服务Ⅱ
688251,井松智能,IT服务Ⅱ
688207,格灵深瞳,IT服务Ⅱ
300339,润和软件,IT服务Ⅱ
920171,志晟信息,IT服务Ⅱ
688039,当虹科技,IT服务Ⅱ
920493,并行科技,IT服务Ⅱ
920092,汉鑫科技,IT服务Ⅱ
600536,中国软件,IT服务Ⅱ
688051,佳华科技,IT服务Ⅱ
600271,航天信息,IT服务Ⅱ
920227,美登科技,IT服务Ⅱ
300399,天利科技,IT服务Ⅱ
600756,浪潮软件,IT服务Ⅱ
688004,博汇科技,IT服务Ⅱ
920184,国源科技,IT服务Ⅱ
300096,ST易联众,IT服务Ⅱ
688258,卓易信息,IT服务Ⅱ
600446,金证股份,IT服务Ⅱ
920790,联迪信息,IT服务Ⅱ
688787,海天瑞声,IT服务Ⅱ
920130,立方控股,IT服务Ⅱ
002232,启明信息,IT服务Ⅱ
300300,海峡创新,IT服务Ⅱ
920748,路桥信息,IT服务Ⅱ
300687,赛意信息,IT服务Ⅱ
920564,天润科技,IT服务Ⅱ
301208,中亦科技,IT服务Ⅱ
688365,光云科技,IT服务Ⅱ
603869,ST智知,IT服务Ⅱ
688228,开普云,IT服务Ⅱ
300523,辰安科技,IT服务Ⅱ
300419,ST浩丰,IT服务Ⅱ
603636,南威软件,IT服务Ⅱ
300678,中科信息,IT服务Ⅱ
300674,宇信科技,IT服务Ⅱ
000034,神州数码,IT服务Ⅱ
300079,数码视讯,IT服务Ⅱ
603859,能科科技,IT服务Ⅱ
300288,朗玛信息,IT服务Ⅱ
301185,鸥玛软件,IT服务Ⅱ
920806,云星宇,IT服务Ⅱ
000409,云鼎科技,IT服务Ⅱ
300020,ST银江,IT服务Ⅱ
688509,正元地信,IT服务Ⅱ
000555,神州信息,IT服务Ⅱ
300290,荣科科技,IT服务Ⅱ
301178,天亿马,IT服务Ⅱ
301248,杰创智能,IT服务Ⅱ
300250,初灵信息,IT服务Ⅱ
002065,东华软件,IT服务Ⅱ
002474,榕基软件,IT服务Ⅱ
688066,航天宏图,IT服务Ⅱ
300532,今天国际,IT服务Ⅱ
301236,软通动力,IT服务Ⅱ
300496,中科创达,IT服务Ⅱ
003005,竞业达,IT服务Ⅱ
300166,东方国信,IT服务Ⅱ
688229,博睿数据,IT服务Ⅱ
002331,皖通科技,IT服务Ⅱ
600718,东软集团,IT服务Ⅱ
300271,华宇软件,IT服务Ⅱ
300277,汽轮科技,IT服务Ⅱ
688316,青云科技-U,IT服务Ⅱ
603918,金桥信息,IT服务Ⅱ
300150,世纪瑞尔,IT服务Ⅱ
688327,云从科技-UW,IT服务Ⅱ
300287,飞利信,IT服务Ⅱ
300078,思创智联,IT服务Ⅱ
603171,税友股份,IT服务Ⅱ
002908,德生科技,IT服务Ⅱ
300682,朗新科技,IT服务Ⅱ
002373,千方科技,IT服务Ⅱ
600797,浙大网新,IT服务Ⅱ
301218,华是科技,IT服务Ⅱ
002777,久远银海,IT服务Ⅱ
600845,宝信软件,IT服务Ⅱ
605398,新炬网络,IT服务Ⅱ
301172,君逸数码,IT服务Ⅱ
000158,常山北明,IT服务Ⅱ
600131,国网信通,IT服务Ⅱ
300170,汉得信息,IT服务Ⅱ
300846,首都在线,IT服务Ⅱ
900926,宝信Ｂ,IT服务Ⅱ
301556,托普云农,IT服务Ⅱ
002649,博彦科技,IT服务Ⅱ
920953,国子软件,IT服务Ⅱ
000938,紫光股份,IT服务Ⅱ
002642,荣联科技,IT服务Ⅱ
301638,南网数字,IT服务Ⅱ
300541,先进数通,IT服务Ⅱ
688158,优刻得-W,IT服务Ⅱ
688500,慧辰股份,IT服务Ⅱ
002771,真视通,IT服务Ⅱ
002195,岩山科技,IT服务Ⅱ
301085,亚康股份,IT服务Ⅱ
688562,航天软件,IT服务Ⅱ
002380,科远智慧,IT服务Ⅱ
300231,银信科技,IT服务Ⅱ
600571,信雅达,IT服务Ⅱ
002401,中远海科,IT服务Ⅱ
600410,华胜天成,IT服务Ⅱ
300017,网宿科技,IT服务Ⅱ
600850,电科数字,IT服务Ⅱ
300634,彩讯股份,IT服务Ⅱ
301396,宏景科技,IT服务Ⅱ
603138,海量数据,IT服务Ⅱ
300895,铜牛信息,IT服务Ⅱ
600728,佳都科技,IT服务Ⅱ
000815,美利云,IT服务Ⅱ
603887,城地香江,IT服务Ⅱ
600734,*ST实达,IT服务Ⅱ
300167,ST迪威迅,IT服务Ⅱ
002368,太极股份,IT服务Ⅱ
300245,ST天玑,IT服务Ⅱ
300212,*ST易录,IT服务Ⅱ
920305,*ST云创,IT服务Ⅱ
688418,震有科技,通信设备
688159,有方科技,通信设备
002281,光迅科技,通信设备
688387,信科移动-U,通信设备
301577,美信科技,通信设备
688283,坤恒顺维,通信设备
300548,长芯博创,通信设备
688100,威胜信息,通信设备
300213,佳讯飞鸿,通信设备
300710,万隆光电,通信设备
688205,德科立,通信设备
300353,东土科技,通信设备
603083,剑桥科技,通信设备
002792,通宇通讯,通信设备
688027,国盾量子,通信设备
920249,利尔达,通信设备
301165,锐捷网络,通信设备
300308,中际旭创,通信设备
301314,科瑞思,通信设备
300620,光库科技,通信设备
002194,武汉凡谷,通信设备
300414,中光防雷,通信设备
300615,欣天科技,通信设备
688592,司南导航,通信设备
000063,中兴通讯,通信设备
200468,宁通信B,通信设备
002881,美格智能,通信设备
301202,朗威股份,通信设备
002796,世嘉科技,通信设备
003040,楚天龙,通信设备
002017,东信和平,通信设备
688313,仕佳光子,通信设备
300504,天邑股份,通信设备
300565,科信技术,通信设备
688668,鼎通科技,通信设备
600775,南京熊猫,通信设备
300205,*ST天喻,通信设备
300183,东软载波,通信设备
300555,ST路通,通信设备
002104,恒宝股份,通信设备
920374,云里物里,通信设备
301307,美利信,通信设备
001267,汇绿生态,通信设备
300689,澄天伟业,通信设备
603118,共进股份,通信设备
300638,广和通,通信设备
002396,星网锐捷,通信设备
003031,中瓷电子,通信设备
002296,辉煌科技,通信设备
301419,阿莱德,通信设备
300698,万马科技,通信设备
300134,大富科技,通信设备
300627,华测导航,通信设备
300628,亿联网络,通信设备
600198,大唐电信,通信设备
688080,映翰通,通信设备
300098,高新兴,通信设备
300711,广哈通信,通信设备
300394,天孚通信,通信设备
603236,移远通信,通信设备
301205,联特科技,通信设备
688618,三旺通信,通信设备
300570,太辰光,通信设备
603421,鼎信通讯,通信设备
002897,意华股份,通信设备
002902,铭普光磁,通信设备
300502,新易盛,通信设备
600776,东方通信,通信设备
300590,移为通信,通信设备
002583,海能达,通信设备
900941,东信Ｂ股,通信设备
920045,蘅东光,通信设备
002313,日海智能,通信设备
603803,瑞斯康达,通信设备
301191,菲菱科思,通信设备
688182,灿勤科技,通信设备
600345,长江通信,通信设备
600498,烽火通信,通信设备
300979,华利集团,纺织鞋类制造
600288,大恒科技,横向通用软件
688152,麒麟信安,横向通用软件
300454,深信服,横向通用软件
002439,启明星辰,横向通用软件
688058,宝兰德,横向通用软件
688435,英方软件,横向通用软件
688695,中创股份,横向通用软件
601360,三六零,横向通用软件
688561,奇安信-U,横向通用软件
688095,福昕软件,横向通用软件
688030,山石网科,横向通用软件
688244,永信至诚,横向通用软件
301315,威士顿,横向通用软件
688651,盛邦安全,横向通用软件
688111,金山办公,横向通用软件
688031,星环科技-U,横向通用软件
603039,泛微网络,横向通用软件
300036,超图软件,横向通用软件
688225,亚信安全,横向通用软件
300768,迪普科技,横向通用软件
688369,致远互联,横向通用软件
300311,ST任子行,横向通用软件
002230,科大讯飞,横向通用软件
688168,安博通,横向通用软件
301270,汉仪股份,横向通用软件
300378,鼎捷数智,横向通用软件
600588,用友网络,横向通用软件
300369,绿盟科技,横向通用软件
300766,每日互动,横向通用软件
300624,万兴科技,横向通用软件
688023,安恒信息,横向通用软件
002279,久其软件,横向通用软件
002212,天融信,横向通用软件
688201,ST信安,横向通用软件
000004,*ST国华,横向通用软件
002181,粤 传 媒,传媒
920021,流金科技,传媒
002400,省广集团,传媒
002878,元隆雅图,传媒
300027,ST华谊,传媒
002354,天娱数科,传媒
603721,*ST天择,传媒
600229,城市传媒,传媒
300291,百纳千成,传媒
301231,荣信文化,传媒
601858,中国科传,传媒
001330,博纳影业,传媒
002739,儒意电影,传媒
002995,天地在线,传媒
600088,中视传媒,传媒
603598,引力传媒,传媒
000607,华媒控股,传媒
603602,纵横通信,传媒
603096,新经典,传媒
600977,中国电影,传媒
000892,欢瑞世纪,传媒
600037,歌华有线,传媒
301102,兆讯传媒,传媒
603103,横店影视,传媒
600936,北投科技,传媒
300528,幸福蓝海,传媒
300426,华智数媒,传媒
300788,中信出版,传媒
000665,湖北广电,传媒
600996,贵广网络,传媒
300242,佳云科技,传媒
002291,遥望科技,传媒
601929,吉视传媒,传媒
002238,天威视讯,传媒
300251,光线传媒,传媒
300612,宣亚国际,传媒
002264,新 华 都,传媒
301025,读客文化,传媒
301052,果麦文化,传媒
300063,天龙集团,传媒
603230,内蒙新华,传媒
000802,北京文化,传媒
300071,福石控股,传媒
600825,新华传媒,传媒
000676,智度股份,传媒
601949,中国出版,传媒
301171,易点天下,传媒
600373,中文传媒,传媒
603999,读者传媒,传媒
601595,上海电影,传媒
600959,江苏有线,传媒
300781,因赛集团,传媒
600556,天下秀,传媒
600831,广电网络,传媒
002712,思美传媒,传媒
600551,时代出版,传媒
300061,旗天科技,传媒
300133,华策影视,传媒
000793,*ST华闻,传媒
603825,ST华扬,传媒
600358,国旅联合,传媒
300805,电声股份,传媒
301262,海看股份,传媒
300182,捷成股份,传媒
000156,华数传媒,传媒
601801,皖新传媒,传媒
300770,新媒股份,传媒
600637,东方明珠,传媒
000917,电广传媒,传媒
300058,蓝色光标,传媒
600640,国脉文化,传媒
002343,慈文传媒,传媒
601999,出版传媒,传媒
000719,中原传媒,传媒
002027,分众传媒,传媒
605168,三人行,传媒
002905,金逸影视,传媒
301551,无线传媒,传媒
603729,ST龙韵,传媒
600986,浙文互联,传媒
300408,三环集团,元件
002199,*ST东晶,元件
688539,高华科技,元件
920491,XD奥迪威,元件
600563,法拉电子,元件
300975,商络电子,元件
301458,钧崴电子,元件
603989,艾华集团,元件
920128,胜业电气,元件
002484,江海股份,元件
300460,ST惠伦,元件
000636,风华高科,元件
301566,达利凯普,元件
300319,麦捷科技,元件
603115,海星股份,元件
600237,铜峰电子,元件
920981,晶赛科技,元件
002138,顺络电子,元件
603738,泰晶科技,元件
601101,昊华能源,煤炭
900948,伊泰Ｂ股,煤炭
600546,山煤国际,煤炭
600348,华阳股份,煤炭
600925,苏能股份,煤炭
601898,中煤能源,煤炭
601001,晋控煤业,煤炭
601088,中国神华,煤炭
601225,陕西煤业,煤炭
000571,新大洲A,煤炭
601918,新集能源,煤炭
600121,郑州煤电,煤炭
002128,电投能源,煤炭
600188,兖矿能源,煤炭
000552,甘肃能化,煤炭
600403,大有能源,煤炭
300820,英杰电气,电力设备
300751,迈为股份,电力设备
301232,飞沃科技,电力设备
688516,奥特维,电力设备
300870,欧陆通,电力设备
688599,天合光能,电力设备
002202,金风科技,电力设备
688390,固德威,电力设备
300153,科泰电源,电力设备
600072,中船科技,电力设备
603398,*ST沐邦,电力设备
002865,钧达股份,电力设备
600151,航天机电,电力设备
600732,爱旭股份,电力设备
301040,中环海陆,电力设备
603063,禾望电气,电力设备
601615,明阳智能,电力设备
688717,艾罗能源,电力设备
002851,麦格米特,电力设备
300129,泰胜风能,电力设备
688726,拉普拉斯,电力设备
301502,华阳智能,电力设备
688223,晶科能源,电力设备
300118,东方日升,电力设备
688785,恒运昌,电力设备
301516,中远通,电力设备
603819,神力股份,电力设备
301658,首航新能,电力设备
002249,大洋电机,电力设备
300626,华瑞股份,电力设备
920100,三协电机,电力设备
003021,兆威机电,电力设备
300850,新强联,电力设备
300093,*ST金刚,电力设备
002364,中恒电气,电力设备
920368,连城数控,电力设备
300724,捷佳伟创,电力设备
688429,时创能源,电力设备
688660,电气风电,电力设备
301557,常友科技,电力设备
605117,德业股份,电力设备
301023,奕帆传动,电力设备
300316,晶盛机电,电力设备
920414,欧普泰,电力设备
300443,金雷股份,电力设备
688556,高测股份,电力设备
300393,中来股份,电力设备
603728,鸣志电器,电力设备
300907,康平科技,电力设备
002531,天顺风能,电力设备
600580,XD卧龙电,电力设备
002196,方正电机,电力设备
301155,海力风电,电力设备
301163,宏德股份,电力设备
688551,科威尔,电力设备
920110,雷特科技,电力设备
300772,运达股份,电力设备
920011,晨光电机,电力设备
002801,微光股份,电力设备
301168,通灵股份,电力设备
002459,晶澳科技,电力设备
688719,爱科赛博,电力设备
603489,八方股份,电力设备
300713,英可瑞,电力设备
603370,华新精科,电力设备
688349,三一重能,电力设备
002892,科力尔,电力设备
301636,泽润新能,电力设备
600405,动力源,电力设备
000922,佳电股份,电力设备
300660,江苏雷利,电力设备
603344,星德胜,电力设备
300827,上能电气,电力设备
301278,快可电子,电力设备
688411,海博思创,电力设备
300345,华民股份,电力设备
301456,盘古智能,电力设备
002366,融发核电,电力设备
002129,TCL中环,电力设备
300051,琏升科技,电力设备
688472,阿特斯,电力设备
002823,凯中精密,电力设备
300185,通裕重工,电力设备
300491,通合科技,电力设备
002951,金时科技,电力设备
301590,优优绿能,电力设备
002176,江特电机,电力设备
300763,锦浪科技,电力设备
688348,昱能科技,电力设备
601026,道生天合,电力设备
603396,金辰股份,电力设备
300274,阳光电源,电力设备
300904,威力传动,电力设备
301226,祥明智能,电力设备
300690,双一科技,电力设备
300080,易成新能,电力设备
603350,安乃达,电力设备
000809,和展能源,电力设备
603320,迪贝电气,电力设备
000821,ST京机,电力设备
920985,海泰新能,电力设备
600481,双良节能,电力设备
600416,湘电股份,电力设备
002518,科士达,电力设备
002056,横店东磁,电力设备
300693,盛弘股份,电力设备
002506,协鑫集成,电力设备
002576,通达动力,电力设备
002335,科华数据,电力设备
603248,锡华科技,电力设备
300569,天能重工,电力设备
300593,新雷能,电力设备
002487,大金重工,电力设备
300376,易事特,电力设备
603218,日月股份,电力设备
603988,中电电机,电力设备
300776,帝尔激光,电力设备
603778,国晟科技,电力设备
688032,禾迈股份,电力设备
688303,大全能源,电力设备
603985,恒润股份,电力设备
600482,中国动力,电力设备
301157,华塑科技,电力设备
920770,艾能聚,电力设备
603507,振江股份,电力设备
002227,*ST特迅,电力设备
601218,吉鑫科技,电力设备
603092,德力佳,电力设备
002309,中利集团,电力设备
600537,*ST亿晶,电力设备
600212,绿能慧充,电力设备
301001,凯淳股份,电商服务
605136,丽人丽妆,电商服务
300792,壹网壹创,电商服务
003010,若羽臣,电商服务
300518,新迅达,电商服务
002127,南极电商,电商服务
301110,青木科技,电商服务
600539,狮头股份,电商服务
603355,莱克电气,清洁小家电
301187,欧圣电气,清洁小家电
603219,富佳股份,清洁小家电
605555,德昌股份,清洁小家电
301332,德尔玛,清洁小家电
603486,科沃斯,清洁小家电
688169,石头科技,清洁小家电
300272,开能健康,清洁小家电
600527,江南高纤,其他纺织
300877,金春股份,其他纺织
605180,华生科技,其他纺织
301066,万事利,其他纺织
300918,南山智尚,其他纺织
000955,欣龙控股,其他纺织
601599,浙文影业,其他纺织
001390,古麒绒材,其他纺织
002144,宏达高科,其他纺织
603889,新澳股份,其他纺织
001312,福恩股份,其他纺织
603130,云中马,其他纺织
603055,台华新材,其他纺织
300819,聚杰微纤,其他纺织
600156,华升股份,其他纺织
002235,安妮股份,造纸
600433,冠豪高新,造纸
605377,华旺科技,造纸
605007,五洲特纸,造纸
600235,民丰特纸,造纸
600356,恒丰纸业,造纸
002521,齐峰新材,造纸
002012,凯恩股份,造纸
920394,民士达,造纸
301469,恒达新材,造纸
603733,仙鹤股份,造纸
600103,青山纸业,造纸
600793,宜宾纸业,造纸
001338,永顺泰,其他农产品加工
003030,祖名股份,其他农产品加工
600737,中粮糖业,其他农产品加工
002286,保龄宝,其他农产品加工
000930,中粮科技,其他农产品加工
300268,*ST佳沃,其他农产品加工
920371,欧福蛋业,其他农产品加工
002481,双塔食品,其他农产品加工
300138,晨光生物,其他农产品加工
920273,XD一致魔,其他农产品加工
600191,华资实业,其他农产品加工
000911,*ST广糖,其他农产品加工
920527,夜光明,辅料
002098,浔兴股份,辅料
002674,兴业科技,辅料
002003,伟星股份,辅料
301322,绿通科技,其他运输设备
002105,信隆健康,其他运输设备
600099,林海股份,其他运输设备
600679,上海凤凰,其他运输设备
900916,凤凰B股,其他运输设备
300994,久祺股份,其他运输设备
603529,爱玛科技,其他运输设备
689009,九号公司-WD,其他运输设备
900915,ST中路B,其他运输设备
600818,ST中路,其他运输设备
002685,华东重机,工程机械整机
600984,建设机械,工程机械整机
603273,天元智能,工程机械整机
920706,铁拓机械,工程机械整机
000680,山推股份,工程机械整机
603280,南方路机,工程机械整机
920599,同力股份,工程机械整机
920101,志高机械,工程机械整机
300201,海伦哲,工程机械整机
600815,厦工股份,工程机械整机
603194,中力股份,工程机械整机
600031,三一重工,工程机械整机
603611,诺力股份,工程机械整机
002097,山河智能,工程机械整机
688425,铁建重工,工程机械整机
603298,杭叉集团,工程机械整机
605305,中际联合,工程机械整机
600761,安徽合力,工程机械整机
000157,中联重科,工程机械整机
000528,柳    工,工程机械整机
000425,徐工机械,工程机械整机
603338,浙江鼎力,工程机械整机
600123,兰花科创,焦煤
601666,平煤股份,焦煤
600971,恒源煤电,焦煤
000983,山西焦煤,焦煤
600508,上海能源,焦煤
600985,淮北矿业,焦煤
601699,潞安环能,焦煤
000937,冀中能源,焦煤
600395,盘江股份,焦煤
600758,辽宁能源,焦煤
601336,新华保险,保险Ⅱ
601628,中国人寿,保险Ⅱ
601318,中国平安,保险Ⅱ
601319,中国人保,保险Ⅱ
601601,中国太保,保险Ⅱ
600060,海信视像,彩电
600839,四川长虹,彩电
002848,*ST高斯,彩电
002429,兆驰股份,彩电
600941,中国移动,电信运营商
601728,中国电信,电信运营商
600050,中国联通,电信运营商
600020,中原高速,交通运输
601333,广深铁路,交通运输
600221,海航控股,交通运输
002930,宏川智慧,交通运输
000886,海南高速,交通运输
900945,海控B股,交通运输
603066,音飞储存,交通运输
002682,龙洲股份,交通运输
600755,厦门国贸,交通运输
000626,远大控股,交通运输
600753,*ST海钦,交通运输
300013,新宁物流,交通运输
603813,*ST原尚,交通运输
600125,铁龙物流,交通运输
002010,传化智联,交通运输
001965,招商公路,交通运输
600153,建发股份,交通运输
200429,粤高速Ｂ,交通运输
600377,宁沪高速,交通运输
600035,楚天高速,交通运输
000900,现代投资,交通运输
000906,浙商中拓,交通运输
600603,广汇物流,交通运输
601188,龙江交通,交通运输
001317,三羊马,交通运输
000557,西部创业,交通运输
603648,畅联股份,交通运输
300350,华鹏飞,交通运输
603329,上海雅仕,交通运输
601111,中国国航,交通运输
300240,飞力达,交通运输
002800,天顺股份,交通运输
001202,炬申股份,交通运输
600548,深高速,交通运输
600704,物产中大,交通运输
600794,保税科技,交通运输
601021,春秋航空,交通运输
000755,山西高速,交通运输
600368,五洲交通,交通运输
600033,福建高速,交通运输
600350,山东高速,交通运输
000828,东莞控股,交通运输
603569,长久物流,交通运输
601107,四川成渝,交通运输
001213,中铁特货,交通运输
000429,粤高速Ａ,交通运输
000548,湖南投资,交通运输
300873,海晨股份,交通运输
600269,赣粤高速,交通运输
002889,东方嘉盛,交通运输
002492,恒基达鑫,交通运输
601816,京沪高铁,交通运输
600057,厦门象屿,交通运输
000099,中信海直,交通运输
600115,中国东航,交通运输
600012,皖通高速,交通运输
601518,吉林高速,交通运输
600106,重庆路桥,交通运输
002769,普路通,交通运输
605050,福然德,交通运输
002928,华夏航空,交通运输
603885,吉祥航空,交通运输
600787,中储股份,交通运输
600029,南方航空,交通运输
603713,密尔克卫,交通运输
601006,大秦铁路,交通运输
600180,*ST瑞茂,交通运输
688073,毕得医药,医疗服务
301096,百诚医药,医疗服务
301239,普瑞眼科,医疗服务
002044,美年健康,医疗服务
688796,百奥赛图,医疗服务
688222,成都先导,医疗服务
688131,皓元医药,医疗服务
002524,光正眼科,医疗服务
002622,皓宸医疗,医疗服务
300404,博济医药,医疗服务
301520,万邦医药,医疗服务
603127,昭衍新药,医疗服务
301333,诺思格,医疗服务
301293,三博脑科,医疗服务
002173,创新医疗,医疗服务
300683,海特生物,医疗服务
301103,何氏眼科,医疗服务
301201,诚达药业,医疗服务
301267,华厦眼科,医疗服务
688265,南模生物,医疗服务
300143,盈康生命,医疗服务
300149,睿智医药,医疗服务
688046,药康生物,医疗服务
300363,博腾股份,医疗服务
300725,药石科技,医疗服务
002172,澳洋健康,医疗服务
688238,和元生物,医疗服务
000516,国际医学,医疗服务
002821,凯莱英,医疗服务
600721,百花医药,医疗服务
603456,九洲药业,医疗服务
002219,新里程,医疗服务
301230,泓博医药,医疗服务
688710,益诺思,医疗服务
603259,药明康德,医疗服务
300759,康龙化成,医疗服务
688621,阳光诺和,医疗服务
300015,爱尔眼科,医疗服务
301509,金凯生科,医疗服务
300347,泰格医药,医疗服务
600568,ST中珠,医疗服务
600763,通策医疗,医疗服务
301257,普蕊斯,医疗服务
688202,美迪西,医疗服务
688655,迅捷兴,印制电路板
688020,方邦股份,印制电路板
603175,超颖电子,印制电路板
300814,中富电路,印制电路板
300936,中英科技,印制电路板
603386,骏亚科技,印制电路板
300964,本川智能,印制电路板
300657,弘信电子,印制电路板
002384,东山精密,印制电路板
301041,金百泽,印制电路板
002913,奥士康,印制电路板
002436,兴森科技,印制电路板
002134,天津普林,印制电路板
002463,沪电股份,印制电路板
301366,一博科技,印制电路板
603459,红板科技,印制电路板
300852,四会富仕,印制电路板
001389,广合科技,印制电路板
688519,南亚新材,印制电路板
002916,深南电路,印制电路板
002636,金安国纪,印制电路板
301251,威尔高,印制电路板
920821,则成电子,印制电路板
002938,鹏鼎控股,印制电路板
300903,科翔股份,印制电路板
600601,方正科技,印制电路板
301628,强达电路,印制电路板
301176,逸豪新材,印制电路板
300739,明阳电路,印制电路板
300476,胜宏科技,印制电路板
605058,澳弘电子,印制电路板
603936,博敏电子,印制电路板
600183,生益科技,印制电路板
603186,华正新材,印制电路板
605258,协和电子,印制电路板
000823,超声电子,印制电路板
